State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
West Bengal,24 PARAGANAS NORTH,2009,AUTUMN,Rice,18746,42098
West Bengal,24 PARAGANAS NORTH,2009,KHARIF,Cotton(lint),162,985
West Bengal,24 PARAGANAS NORTH,2009,KHARIF,Dry ginger,277,489
West Bengal,24 PARAGANAS NORTH,2009,KHARIF,Jute,50888,888510
West Bengal,24 PARAGANAS NORTH,2009,KHARIF,Mesta,542,5404
West Bengal,24 PARAGANAS NORTH,2009,KHARIF,Sunflower,1575,2021
West Bengal,24 PARAGANAS NORTH,2009,KHARIF,Urad,854,767
West Bengal,24 PARAGANAS NORTH,2009,RABI,Arhar/Tur,4,4
West Bengal,24 PARAGANAS NORTH,2009,RABI,Gram,648,626
West Bengal,24 PARAGANAS NORTH,2009,RABI,Khesari,831,828
West Bengal,24 PARAGANAS NORTH,2009,RABI,Linseed,139,32
West Bengal,24 PARAGANAS NORTH,2009,RABI,Masoor,4181,2368
West Bengal,24 PARAGANAS NORTH,2009,RABI,Peas & beans (Pulses),701,446
West Bengal,24 PARAGANAS NORTH,2009,RABI,Rapeseed &Mustard,31545,25832
West Bengal,24 PARAGANAS NORTH,2009,RABI,Wheat,5810,12484
West Bengal,24 PARAGANAS NORTH,2009,SUMMER,Moong(Green Gram),286,95
West Bengal,24 PARAGANAS NORTH,2009,SUMMER,Rice,89345,276187
West Bengal,24 PARAGANAS NORTH,2009,ANNUAL,Dry chillies,4034,8520
West Bengal,24 PARAGANAS NORTH,2009,ANNUAL,Groundnut,1030,1662
West Bengal,24 PARAGANAS NORTH,2009,ANNUAL,Potato,5981,126037
West Bengal,24 PARAGANAS NORTH,2009,ANNUAL,Sesamum,5852,6266
West Bengal,24 PARAGANAS NORTH,2009,ANNUAL,Sugarcane,317,23086
West Bengal,24 PARAGANAS NORTH,2009,ANNUAL,Turmeric,1012,3231
West Bengal,24 PARAGANAS NORTH,2009,WINTER,Rice,157096,368303
West Bengal,24 PARAGANAS NORTH,2010,AUTUMN,Rice,18148,43726
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Cotton(lint),137,445
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Dry ginger,270,645
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Jute,48189,821829
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Maize,3,6
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Mesta,1750,26495
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Sunflower,1580,2029
West Bengal,24 PARAGANAS NORTH,2010,KHARIF,Urad,1730,1454
West Bengal,24 PARAGANAS NORTH,2010,RABI,Arhar/Tur,40,44
West Bengal,24 PARAGANAS NORTH,2010,RABI,Gram,819,811
West Bengal,24 PARAGANAS NORTH,2010,RABI,Khesari,685,573
West Bengal,24 PARAGANAS NORTH,2010,RABI,Linseed,15,6
West Bengal,24 PARAGANAS NORTH,2010,RABI,Masoor,6751,4173
West Bengal,24 PARAGANAS NORTH,2010,RABI,Peas & beans (Pulses),1109,882
West Bengal,24 PARAGANAS NORTH,2010,RABI,Rapeseed &Mustard,32263,34868
West Bengal,24 PARAGANAS NORTH,2010,RABI,Wheat,7444,16214
West Bengal,24 PARAGANAS NORTH,2010,SUMMER,Moong(Green Gram),297,91
West Bengal,24 PARAGANAS NORTH,2010,SUMMER,Rice,96675,283954
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Arecanut,1597,8189
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Dry chillies,3244,5551
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Groundnut,1384,2216
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Potato,5747,127290
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Sesamum,9343,9526
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Sugarcane,503,38390
West Bengal,24 PARAGANAS NORTH,2010,ANNUAL,Turmeric,924,3033
West Bengal,24 PARAGANAS NORTH,2010,WINTER,Rice,162284,389682
West Bengal,24 PARAGANAS NORTH,2011,AUTUMN,Rice,17719,46279
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Cotton(lint),137,445
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Dry ginger,312,674
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Jute,60388,1118763
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Mesta,863,11503
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Sunflower,1691,1721
West Bengal,24 PARAGANAS NORTH,2011,KHARIF,Urad,2190,1636
West Bengal,24 PARAGANAS NORTH,2011,RABI,Arhar/Tur,35,17
West Bengal,24 PARAGANAS NORTH,2011,RABI,Gram,713,481
West Bengal,24 PARAGANAS NORTH,2011,RABI,Khesari,822,730
West Bengal,24 PARAGANAS NORTH,2011,RABI,Linseed,28,8
West Bengal,24 PARAGANAS NORTH,2011,RABI,Masoor,8840,4331
West Bengal,24 PARAGANAS NORTH,2011,RABI,Peas & beans (Pulses),855,592
West Bengal,24 PARAGANAS NORTH,2011,RABI,Rapeseed &Mustard,33100,27673
West Bengal,24 PARAGANAS NORTH,2011,RABI,Wheat,7043,16885
West Bengal,24 PARAGANAS NORTH,2011,SUMMER,Moong(Green Gram),148,55
West Bengal,24 PARAGANAS NORTH,2011,SUMMER,Rice,89707,271884
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Arecanut,1627,1775
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Dry chillies,3293,7984
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Groundnut,1673,2926
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Potato,6619,113971
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Sesamum,10542,12297
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Sugarcane,403,27386
West Bengal,24 PARAGANAS NORTH,2011,ANNUAL,Turmeric,1042,3407
West Bengal,24 PARAGANAS NORTH,2011,WINTER,Rice,170626,407810
West Bengal,24 PARAGANAS NORTH,2012,AUTUMN,Rice,20861,44993
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Cotton(lint),2980,834
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Dry ginger,336,748
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Garlic,126,954
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Jute,55339,981028
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Mesta,295,4215
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Sunflower,1456,1819
West Bengal,24 PARAGANAS NORTH,2012,KHARIF,Urad,836,808
West Bengal,24 PARAGANAS NORTH,2012,RABI,Arhar/Tur,9,10
West Bengal,24 PARAGANAS NORTH,2012,RABI,Gram,510,432
West Bengal,24 PARAGANAS NORTH,2012,RABI,Khesari,556,537
West Bengal,24 PARAGANAS NORTH,2012,RABI,Linseed,10,3
West Bengal,24 PARAGANAS NORTH,2012,RABI,Masoor,6537,4259
West Bengal,24 PARAGANAS NORTH,2012,RABI,Peas & beans (Pulses),645,459
West Bengal,24 PARAGANAS NORTH,2012,RABI,Rapeseed &Mustard,33208,34481
West Bengal,24 PARAGANAS NORTH,2012,RABI,Safflower,140,382
West Bengal,24 PARAGANAS NORTH,2012,RABI,Wheat,6966,17849
West Bengal,24 PARAGANAS NORTH,2012,SUMMER,Groundnut,2214,3859
West Bengal,24 PARAGANAS NORTH,2012,SUMMER,Maize,58,195
West Bengal,24 PARAGANAS NORTH,2012,SUMMER,Moong(Green Gram),59,38
West Bengal,24 PARAGANAS NORTH,2012,SUMMER,Rice,95528,294718
West Bengal,24 PARAGANAS NORTH,2012,SUMMER,Sesamum,11818,11901
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Arecanut,1673,4454
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Dry chillies,4987,8375
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Potato,10706,233062
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Sugarcane,447,49358
West Bengal,24 PARAGANAS NORTH,2012,ANNUAL,Turmeric,1285,3742
West Bengal,24 PARAGANAS NORTH,2012,WINTER,Rice,157175,404941
West Bengal,24 PARAGANAS NORTH,2013,AUTUMN,Rice,22083,59411
West Bengal,24 PARAGANAS NORTH,2013,KHARIF,Cotton(lint),398,358
West Bengal,24 PARAGANAS NORTH,2013,KHARIF,Dry ginger,347,748
West Bengal,24 PARAGANAS NORTH,2013,KHARIF,Jute,54250,920163
West Bengal,24 PARAGANAS NORTH,2013,KHARIF,Mesta,827,10236
West Bengal,24 PARAGANAS NORTH,2013,KHARIF,Sunflower,894,985
West Bengal,24 PARAGANAS NORTH,2013,KHARIF,Urad,2461,2162
West Bengal,24 PARAGANAS NORTH,2013,RABI,Gram,407,378
West Bengal,24 PARAGANAS NORTH,2013,RABI,Khesari,446,571
West Bengal,24 PARAGANAS NORTH,2013,RABI,Linseed,61,14
West Bengal,24 PARAGANAS NORTH,2013,RABI,Maize,32,91
West Bengal,24 PARAGANAS NORTH,2013,RABI,Masoor,5288,2854
West Bengal,24 PARAGANAS NORTH,2013,RABI,Peas & beans (Pulses),454,352
West Bengal,24 PARAGANAS NORTH,2013,RABI,Rapeseed &Mustard,39652,37025
West Bengal,24 PARAGANAS NORTH,2013,RABI,Wheat,8566,19002
West Bengal,24 PARAGANAS NORTH,2013,SUMMER,Groundnut,1813,3885
West Bengal,24 PARAGANAS NORTH,2013,SUMMER,Maize,61,233
West Bengal,24 PARAGANAS NORTH,2013,SUMMER,Moong(Green Gram),90,39
West Bengal,24 PARAGANAS NORTH,2013,SUMMER,Rice,95232,271409
West Bengal,24 PARAGANAS NORTH,2013,SUMMER,Sesamum,7707,8358
West Bengal,24 PARAGANAS NORTH,2013,ANNUAL,Arecanut,1673,4454
West Bengal,24 PARAGANAS NORTH,2013,ANNUAL,Dry chillies,4987,8475
West Bengal,24 PARAGANAS NORTH,2013,ANNUAL,Potato,6914,126976
West Bengal,24 PARAGANAS NORTH,2013,ANNUAL,Sugarcane,403,35362
West Bengal,24 PARAGANAS NORTH,2013,ANNUAL,Turmeric,1285,3742
West Bengal,24 PARAGANAS NORTH,2013,WINTER,Rice,157226,406213
West Bengal,24 PARAGANAS NORTH,2014,AUTUMN,Rice,18839,50488
West Bengal,24 PARAGANAS NORTH,2014,AUTUMN,Sesamum,10,6
West Bengal,24 PARAGANAS NORTH,2014,KHARIF,Cotton(lint),84,97
West Bengal,24 PARAGANAS NORTH,2014,KHARIF,Jute,53654,1094852
West Bengal,24 PARAGANAS NORTH,2014,KHARIF,Mesta,581,8256
West Bengal,24 PARAGANAS NORTH,2014,KHARIF,Sunflower,762,1538
West Bengal,24 PARAGANAS NORTH,2014,KHARIF,Urad,2394,1695
West Bengal,24 PARAGANAS NORTH,2014,RABI,Gram,569,583
West Bengal,24 PARAGANAS NORTH,2014,RABI,Khesari,190,258
West Bengal,24 PARAGANAS NORTH,2014,RABI,Linseed,6,3
West Bengal,24 PARAGANAS NORTH,2014,RABI,Maize,53,219
West Bengal,24 PARAGANAS NORTH,2014,RABI,Masoor,6217,5116
West Bengal,24 PARAGANAS NORTH,2014,RABI,Peas & beans (Pulses),795,2199
West Bengal,24 PARAGANAS NORTH,2014,RABI,Potato,7593,254965
West Bengal,24 PARAGANAS NORTH,2014,RABI,Rapeseed &Mustard,40553,52327
West Bengal,24 PARAGANAS NORTH,2014,RABI,Safflower,437,427
West Bengal,24 PARAGANAS NORTH,2014,RABI,Wheat,7388,20855
West Bengal,24 PARAGANAS NORTH,2014,SUMMER,Groundnut,1425,2830
West Bengal,24 PARAGANAS NORTH,2014,SUMMER,Maize,179,601
West Bengal,24 PARAGANAS NORTH,2014,SUMMER,Moong(Green Gram),156,71
West Bengal,24 PARAGANAS NORTH,2014,SUMMER,Rice,88725,276708
West Bengal,24 PARAGANAS NORTH,2014,SUMMER,Sesamum,6941,8815
West Bengal,24 PARAGANAS NORTH,2014,ANNUAL,Sugarcane,376,17705
West Bengal,24 PARAGANAS NORTH,2014,WINTER,Rice,127578,331194
West Bengal,24 PARAGANAS NORTH,2015,AUTUMN,Maize,9,23
West Bengal,24 PARAGANAS NORTH,2015,AUTUMN,Rice,18514,42008
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Cotton(lint),30,59
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Jute,50154,955031
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Mesta,360,4681
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Sunflower,606,709
West Bengal,24 PARAGANAS NORTH,2015,KHARIF,Urad,1375,1164
West Bengal,24 PARAGANAS NORTH,2015,RABI,Gram,69,63
West Bengal,24 PARAGANAS NORTH,2015,RABI,Groundnut,59,75
West Bengal,24 PARAGANAS NORTH,2015,RABI,Khesari,255,207
West Bengal,24 PARAGANAS NORTH,2015,RABI,Maize,53,159
West Bengal,24 PARAGANAS NORTH,2015,RABI,Masoor,5477,4907
West Bengal,24 PARAGANAS NORTH,2015,RABI,Peas & beans (Pulses),563,716
West Bengal,24 PARAGANAS NORTH,2015,RABI,Potato,9164,331334
West Bengal,24 PARAGANAS NORTH,2015,RABI,Rapeseed &Mustard,37474,52882
West Bengal,24 PARAGANAS NORTH,2015,RABI,Safflower,42,58
West Bengal,24 PARAGANAS NORTH,2015,RABI,Wheat,7361,19720
West Bengal,24 PARAGANAS NORTH,2015,SUMMER,Groundnut,1234,2510
West Bengal,24 PARAGANAS NORTH,2015,SUMMER,Maize,101,247
West Bengal,24 PARAGANAS NORTH,2015,SUMMER,Moong(Green Gram),63,40
West Bengal,24 PARAGANAS NORTH,2015,SUMMER,Rice,77633,261587
West Bengal,24 PARAGANAS NORTH,2015,SUMMER,Sesamum,6219,7024
West Bengal,24 PARAGANAS NORTH,2015,ANNUAL,Sugarcane,824,66901
West Bengal,24 PARAGANAS NORTH,2015,WINTER,Rice,127578,302957
West Bengal,24 PARAGANAS NORTH,2016,AUTUMN,Rice,15789,42918
West Bengal,24 PARAGANAS NORTH,2016,KHARIF,Jute,56734,1019477
West Bengal,24 PARAGANAS NORTH,2016,KHARIF,Mesta,710,12274
West Bengal,24 PARAGANAS NORTH,2016,KHARIF,Sunflower,564,645
West Bengal,24 PARAGANAS NORTH,2016,KHARIF,Urad,1739,1876
West Bengal,24 PARAGANAS NORTH,2016,RABI,Gram,337,358
West Bengal,24 PARAGANAS NORTH,2016,RABI,Groundnut,80,84
West Bengal,24 PARAGANAS NORTH,2016,RABI,Khesari,454,310
West Bengal,24 PARAGANAS NORTH,2016,RABI,Linseed,35,12
West Bengal,24 PARAGANAS NORTH,2016,RABI,Maize,45,137
West Bengal,24 PARAGANAS NORTH,2016,RABI,Masoor,6228,5456
West Bengal,24 PARAGANAS NORTH,2016,RABI,Peas & beans (Pulses),440,387
West Bengal,24 PARAGANAS NORTH,2016,RABI,Potato,7031,205602
West Bengal,24 PARAGANAS NORTH,2016,RABI,Rapeseed &Mustard,40112,41407
West Bengal,24 PARAGANAS NORTH,2016,RABI,Safflower,35,39
West Bengal,24 PARAGANAS NORTH,2016,RABI,Wheat,7155,20288
West Bengal,24 PARAGANAS NORTH,2016,SUMMER,Groundnut,1885,4158
West Bengal,24 PARAGANAS NORTH,2016,SUMMER,Maize,124,330
West Bengal,24 PARAGANAS NORTH,2016,SUMMER,Moong(Green Gram),368,230
West Bengal,24 PARAGANAS NORTH,2016,SUMMER,Rice,71962,225593
West Bengal,24 PARAGANAS NORTH,2016,SUMMER,Sesamum,8231,8620
West Bengal,24 PARAGANAS NORTH,2016,ANNUAL,Sugarcane,453,38809
West Bengal,24 PARAGANAS NORTH,2016,WINTER,Rice,133756,329019
West Bengal,24 PARAGANAS NORTH,2017,AUTUMN,Rice,13891,36080
West Bengal,24 PARAGANAS NORTH,2017,KHARIF,Cotton(lint),76,205
West Bengal,24 PARAGANAS NORTH,2017,KHARIF,Jute,47442,754344
West Bengal,24 PARAGANAS NORTH,2017,KHARIF,Mesta,645,9339
West Bengal,24 PARAGANAS NORTH,2017,KHARIF,Sunflower,368,451
West Bengal,24 PARAGANAS NORTH,2017,KHARIF,Urad,1937,1313
West Bengal,24 PARAGANAS NORTH,2017,RABI,Gram,852,899
West Bengal,24 PARAGANAS NORTH,2017,RABI,Groundnut,66,88
West Bengal,24 PARAGANAS NORTH,2017,RABI,Khesari,372,452
West Bengal,24 PARAGANAS NORTH,2017,RABI,Maize,56,162
West Bengal,24 PARAGANAS NORTH,2017,RABI,Masoor,7834,5907
West Bengal,24 PARAGANAS NORTH,2017,RABI,Peas & beans (Pulses),680,799
West Bengal,24 PARAGANAS NORTH,2017,RABI,Potato,6442,205185
West Bengal,24 PARAGANAS NORTH,2017,RABI,Rapeseed &Mustard,45687,60761
West Bengal,24 PARAGANAS NORTH,2017,RABI,Safflower,80,87
West Bengal,24 PARAGANAS NORTH,2017,RABI,Wheat,7212,19859
West Bengal,24 PARAGANAS NORTH,2017,SUMMER,Groundnut,2211,6460
West Bengal,24 PARAGANAS NORTH,2017,SUMMER,Maize,144,365
West Bengal,24 PARAGANAS NORTH,2017,SUMMER,Moong(Green Gram),318,195
West Bengal,24 PARAGANAS NORTH,2017,SUMMER,Rice,70500,249051
West Bengal,24 PARAGANAS NORTH,2017,SUMMER,Sesamum,8756,9858
West Bengal,24 PARAGANAS NORTH,2017,ANNUAL,Sugarcane,714,72345
West Bengal,24 PARAGANAS NORTH,2017,WINTER,Rice,133093,364032
West Bengal,24 PARAGANAS NORTH,2018,AUTUMN,Rice,16286,46047
West Bengal,24 PARAGANAS NORTH,2018,KHARIF,Cotton(lint),77,239
West Bengal,24 PARAGANAS NORTH,2018,KHARIF,Jute,48855,910676
West Bengal,24 PARAGANAS NORTH,2018,KHARIF,Sunflower,119,113
West Bengal,24 PARAGANAS NORTH,2018,KHARIF,Urad,2223,1787
West Bengal,24 PARAGANAS NORTH,2018,RABI,Gram,856,953
West Bengal,24 PARAGANAS NORTH,2018,RABI,Groundnut,66,85
West Bengal,24 PARAGANAS NORTH,2018,RABI,Khesari,402,520
West Bengal,24 PARAGANAS NORTH,2018,RABI,Maize,45,149
West Bengal,24 PARAGANAS NORTH,2018,RABI,Masoor,7855,6790
West Bengal,24 PARAGANAS NORTH,2018,RABI,Peas & beans (Pulses),687,794
West Bengal,24 PARAGANAS NORTH,2018,RABI,Potato,8646,277973
West Bengal,24 PARAGANAS NORTH,2018,RABI,Rapeseed &Mustard,46865,67112
West Bengal,24 PARAGANAS NORTH,2018,RABI,Safflower,58,60
West Bengal,24 PARAGANAS NORTH,2018,RABI,Urad,515,226
West Bengal,24 PARAGANAS NORTH,2018,RABI,Wheat,7804,22079
West Bengal,24 PARAGANAS NORTH,2018,SUMMER,Groundnut,2259,6667
West Bengal,24 PARAGANAS NORTH,2018,SUMMER,Maize,129,333
West Bengal,24 PARAGANAS NORTH,2018,SUMMER,Moong(Green Gram),327,198
West Bengal,24 PARAGANAS NORTH,2018,SUMMER,Rice,70880,231275
West Bengal,24 PARAGANAS NORTH,2018,SUMMER,Sesamum,10505,13105
West Bengal,24 PARAGANAS NORTH,2018,ANNUAL,Sugarcane,1781,178513
West Bengal,24 PARAGANAS NORTH,2018,WINTER,Rice,131943,391081
West Bengal,24 PARAGANAS NORTH,2019,AUTUMN,Maize,54,342
West Bengal,24 PARAGANAS NORTH,2019,AUTUMN,Rice,15876,42913
West Bengal,24 PARAGANAS NORTH,2019,KHARIF,Jute,50694,882884
West Bengal,24 PARAGANAS NORTH,2019,KHARIF,Mesta,569,6202
West Bengal,24 PARAGANAS NORTH,2019,KHARIF,Sunflower,350,403
West Bengal,24 PARAGANAS NORTH,2019,KHARIF,Urad,2655,2080
West Bengal,24 PARAGANAS NORTH,2019,RABI,Gram,440,495
West Bengal,24 PARAGANAS NORTH,2019,RABI,Groundnut,87,105
West Bengal,24 PARAGANAS NORTH,2019,RABI,Khesari,619,615
West Bengal,24 PARAGANAS NORTH,2019,RABI,Linseed,11,5
West Bengal,24 PARAGANAS NORTH,2019,RABI,Maize,49,149
West Bengal,24 PARAGANAS NORTH,2019,RABI,Masoor,7844,6962
West Bengal,24 PARAGANAS NORTH,2019,RABI,Peas & beans (Pulses),639,765
West Bengal,24 PARAGANAS NORTH,2019,RABI,Potato,9776,323514
West Bengal,24 PARAGANAS NORTH,2019,RABI,Rapeseed &Mustard,46580,62081
West Bengal,24 PARAGANAS NORTH,2019,RABI,Safflower,58,62
West Bengal,24 PARAGANAS NORTH,2019,RABI,Urad,780,960
West Bengal,24 PARAGANAS NORTH,2019,RABI,Wheat,8083,23857
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Groundnut,2143,4622
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Maize,132,343
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Moong(Green Gram),273,165
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Rice,70898,239229
West Bengal,24 PARAGANAS NORTH,2019,SUMMER,Sesamum,10992,13749
West Bengal,24 PARAGANAS NORTH,2019,ANNUAL,Sugarcane,885,82334
West Bengal,24 PARAGANAS NORTH,2019,WINTER,Rice,139767,401623
West Bengal,24 PARAGANAS SOUTH,2009,AUTUMN,Rice,3151,7148
West Bengal,24 PARAGANAS SOUTH,2009,KHARIF,Cotton(lint),797,3596
West Bengal,24 PARAGANAS SOUTH,2009,KHARIF,Dry ginger,275,540
West Bengal,24 PARAGANAS SOUTH,2009,KHARIF,Jute,821,12227
West Bengal,24 PARAGANAS SOUTH,2009,KHARIF,Maize,252,655
West Bengal,24 PARAGANAS SOUTH,2009,KHARIF,Sunflower,3761,5209
West Bengal,24 PARAGANAS SOUTH,2009,KHARIF,Urad,46,41
West Bengal,24 PARAGANAS SOUTH,2009,RABI,Arhar/Tur,19,17
West Bengal,24 PARAGANAS SOUTH,2009,RABI,Khesari,2586,3247
West Bengal,24 PARAGANAS SOUTH,2009,RABI,Masoor,386,241
West Bengal,24 PARAGANAS SOUTH,2009,RABI,Peas & beans (Pulses),235,150
West Bengal,24 PARAGANAS SOUTH,2009,RABI,Rapeseed &Mustard,1904,1743
West Bengal,24 PARAGANAS SOUTH,2009,RABI,Wheat,3052,5885
West Bengal,24 PARAGANAS SOUTH,2009,SUMMER,Moong(Green Gram),6108,2021
West Bengal,24 PARAGANAS SOUTH,2009,SUMMER,Rice,55881,184157
West Bengal,24 PARAGANAS SOUTH,2009,ANNUAL,Dry chillies,1252,1306
West Bengal,24 PARAGANAS SOUTH,2009,ANNUAL,Groundnut,154,206
West Bengal,24 PARAGANAS SOUTH,2009,ANNUAL,Potato,3243,74523
West Bengal,24 PARAGANAS SOUTH,2009,ANNUAL,Sesamum,2234,3174
West Bengal,24 PARAGANAS SOUTH,2009,ANNUAL,Sugarcane,47,3423
West Bengal,24 PARAGANAS SOUTH,2009,ANNUAL,Turmeric,518,1088
West Bengal,24 PARAGANAS SOUTH,2009,WINTER,Rice,338291,720977
West Bengal,24 PARAGANAS SOUTH,2010,AUTUMN,Rice,2163,6267
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Cotton(lint),1316,3343
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Dry ginger,295,374
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Jute,1424,19645
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Maize,245,511
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Mesta,1,15
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Sunflower,7190,8786
West Bengal,24 PARAGANAS SOUTH,2010,KHARIF,Urad,56,47
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Arhar/Tur,22,24
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Barley,14,13
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Gram,291,288
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Khesari,2409,2922
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Linseed,2,1
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Masoor,656,643
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Peas & beans (Pulses),625,497
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Rapeseed &Mustard,3838,3879
West Bengal,24 PARAGANAS SOUTH,2010,RABI,Wheat,3252,5042
West Bengal,24 PARAGANAS SOUTH,2010,SUMMER,Moong(Green Gram),4844,1482
West Bengal,24 PARAGANAS SOUTH,2010,SUMMER,Rice,54729,157009
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Arecanut,777,1249
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Dry chillies,1199,1302
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Groundnut,458,455
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Potato,2096,32909
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Sesamum,1579,1872
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Sugarcane,59,4503
West Bengal,24 PARAGANAS SOUTH,2010,ANNUAL,Turmeric,530,1086
West Bengal,24 PARAGANAS SOUTH,2010,WINTER,Rice,339079,682030
West Bengal,24 PARAGANAS SOUTH,2011,AUTUMN,Rice,8002,18174
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Cotton(lint),4851,10381
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Dry ginger,307,360
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Jute,628,7781
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Maize,250,521
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Sunflower,9077,12109
West Bengal,24 PARAGANAS SOUTH,2011,KHARIF,Urad,65,49
West Bengal,24 PARAGANAS SOUTH,2011,RABI,Gram,12,8
West Bengal,24 PARAGANAS SOUTH,2011,RABI,Khesari,3968,4059
West Bengal,24 PARAGANAS SOUTH,2011,RABI,Masoor,183,102
West Bengal,24 PARAGANAS SOUTH,2011,RABI,Peas & beans (Pulses),218,151
West Bengal,24 PARAGANAS SOUTH,2011,RABI,Rapeseed &Mustard,1404,885
West Bengal,24 PARAGANAS SOUTH,2011,RABI,Wheat,1610,3302
West Bengal,24 PARAGANAS SOUTH,2011,SUMMER,Moong(Green Gram),5677,2124
West Bengal,24 PARAGANAS SOUTH,2011,SUMMER,Rice,76956,229965
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Arecanut,798,1286
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Dry chillies,1235,1453
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Groundnut,177,162
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Potato,4139,62835
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Sesamum,1468,2016
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Sugarcane,51,3466
West Bengal,24 PARAGANAS SOUTH,2011,ANNUAL,Turmeric,555,1113
West Bengal,24 PARAGANAS SOUTH,2011,WINTER,Rice,330060,662961
West Bengal,24 PARAGANAS SOUTH,2012,AUTUMN,Rice,780,1793
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Cotton(lint),1600,2672
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Dry ginger,205,270
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Garlic,750,4985
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Jute,667,7636
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Sunflower,10702,12800
West Bengal,24 PARAGANAS SOUTH,2012,KHARIF,Urad,58,56
West Bengal,24 PARAGANAS SOUTH,2012,RABI,Arhar/Tur,9,10
